component_id,iddq_uA_0h,iddq_uA_24h,iddq_uA_96h,iddq_uA_168h,leakage_current_uA_0h,leakage_current_uA_24h,leakage_current_uA_96h,leakage_current_uA_168h,propagation_delay_ns_0h,propagation_delay_ns_24h,propagation_delay_ns_96h,propagation_delay_ns_168h,voltage_V_0h,voltage_V_24h,voltage_V_96h,voltage_V_168h,temperature_C_0h,temperature_C_24h,temperature_C_96h,temperature_C_168h,module_a_label,iddq_drift_168h_true,iddq_drift_24h_pct,iddq_drift_96h_pct,leakage_drift_96h_pct,delay_drift_96h_pct
SYN_C00017,105.27332601246066,107.21223082261177,108.38926731796518,106.345301815662,52.415958454971246,51.31959999581688,51.654819567684854,51.93309279961591,10.408140426047112,10.381044228457565,10.370555229058422,10.353045367973433,1.2287068356139002,1.215832762799146,,1.2240465806508025,125.73426602052176,127.07829614144623,124.14371916281972,124.46965401359132,0,0.0008434448926701443,1.841781658842637,2.959858326444158,-1.452112886460449,-0.36111346936317845
SYN_C00018,102.45107172291203,100.2276681439489,102.14121610365113,100.22800234311968,50.7725928921476,50.385105089090224,50.90966089075902,51.791382198176265,10.096547426381878,10.13299089525954,10.068426870841183,10.06321067295035,1.1796372403460558,1.189201298256206,1.1924084042250724,1.2012277330475867,124.9950137316914,125.37458022872454,123.76089179429631,124.68466688137563,0,0.004135544968280174,-2.170210171130782,-0.3024425357881398,0.2699645434744379,-0.27851654979817847
SYN_C00019,108.85780204956144,110.24343947470717,116.10129165940693,120.94091422966447,49.99485179731004,51.060900762181234,52.75057680167872,56.98966424148658,9.09617250758183,9.251393397809217,9.391450865594319,9.592997944133973,1.2031672703175174,1.2002577365229403,1.1972061116203676,1.1865892610673008,125.35616043979492,124.3038883210208,125.25375185574897,125.05296480295536,1,0.11652954335436067,1.2728875643795101,6.654084019212167,5.512017548408752,3.2461824769304743
SYN_C00020,104.96147261788063,104.61781567533312,,106.15680689599932,48.339666639226834,47.66506928906347,48.47057364036427,48.58191931597979,10.303170809565945,10.365273902336355,10.341507307829444,10.426802182571345,1.2176392401649025,1.2179048909742005,1.2192063969412585,1.2166211059546095,123.17659974548572,125.5189893355156,125.08731497638303,123.63382037869098,0,0.01937632961349732,-0.32741246285541153,,0.27080658647159245,0.37208446770489
SYN_C00021,101.26332468645833,102.07121546437807,104.44930486573918,107.04670290956766,41.78077448204454,42.01177824125705,42.162547235342295,44.11121980094333,9.589156974631518,9.699523958465814,9.75881237428027,9.804994947964046,1.198043059715005,1.2029827496992707,1.2007306994811109,1.1951120160184392,125.08513619506456,126.5744127268128,124.81735318806314,125.87093730272274,1,0.05213891816264774,0.7978118241932215,3.14623304058562,0.9137522174506871,1.76924207307881
SYN_C00022,102.15568069745737,107.73055244626568,119.73692536796331,129.75341845569733,53.359002187999536,55.768244369848084,64.0845671087615,69.7795797141498,10.004507064439624,10.18207029978682,10.674811385968258,11.208912519648468,1.2037716575033228,1.2092676991668034,1.1853177881409642,1.1739846235147784,124.78076120691952,124.07953821976538,124.00933549531368,127.25159820146057,1,0.28695392681304144,5.4572312677537305,17.2102467043162,20.10075991108798,6.700023471533028
SYN_C00023,99.70719508785632,102.71076355074202,100.49343255776331,99.79864354186154,48.34210424834425,47.94156548228063,49.01105963143616,48.25129104710669,10.024482164000297,9.991331314665747,10.082125518180682,9.954909343124877,1.1715121296809872,1.193250402919057,1.1867567214158088,1.1844070219095522,126.35106137082013,124.88324450012803,123.30574053651029,125.71692239859823,0,0.0037698047546577884,3.012388885515355,0.7885463724199695,1.3837945068657713,0.5750257543216816
SYN_C00024,95.19725385251719,100.85529201243907,111.50987580942275,123.90123543699576,53.943047586179816,57.96812774718991,65.03260628458168,74.30986742848017,10.820135186454323,11.056728614230106,11.638555929971032,12.362657926146575,1.2255926790073879,1.2186663351498608,1.2005658008397517,1.1885966542679753,125.10631028832418,123.95734829620875,124.90182150333564,126.73371458220083,1,0.33096021171385104,5.943488841272141,17.135601392638517,20.557901703060246,7.563868005468974
SYN_C00025,101.29053604844695,99.2523360816009,99.59460885655625,101.39034411126856,51.80706042450122,50.65444808000643,49.934342080296304,51.36866955957548,9.912702921524332,9.913197907381443,9.896251499190972,9.956423809498665,1.200942970201877,1.191151739802409,1.2010912464026067,1.2035507365607037,123.98915346329476,124.551765306919,125.50605724108385,123.31023365488485,0,0.009175261974134295,-2.01223139531139,-1.6743194952384761,-3.6147936764990645,-0.16596303211747582
SYN_C00026,102.7551714525391,101.82716191480755,104.87507151780711,109.34992346296553,51.786201633202836,54.04021578275504,54.828108163288476,56.74848885338915,9.415209823023234,9.43145478428368,9.634816517412663,9.655025579550978,1.1924006685613369,1.1800394034802812,1.1871903901421528,1.1807792049049302,123.0909359580039,124.36186835782954,124.46880337577382,125.64133928361342,1,0.06488810694765176,-0.9031268447254616,2.0630592458766506,5.87397112387427,2.3324673429201646
SYN_C00027,96.2539919905179,98.52837037628807,98.9615966647603,98.4425508009754,52.48976152150641,52.30082536966027,53.06860159753534,50.514515617873634,10.480100624500253,10.654640505088532,10.584806630160749,10.644158034569857,1.1823252077392392,1.1893428899820602,1.174070930810185,1.1837958915589175,123.4477824648035,125.43786584336311,124.12256002559282,125.06675316179344,0,0.005880806933871956,2.36289252916826,2.8129790965024277,1.1027675860020174,0.9990935145767191
SYN_C00028,101.74660254330458,102.57587655215669,103.00302119649884,103.46914370402045,42.89062968449848,42.44695145993835,42.48535753433234,43.81603171017288,10.270631531158214,10.389229288136082,10.365627660767663,10.361377622772284,1.2287763928327344,1.2268235058636645,1.2214475739387647,1.2279106878318196,124.163473093251,124.34766091229564,123.43097983374417,124.66457312400365,0,0.015136952053953785,0.8150385252413328,1.2348507191279559,-0.9448967132152277,0.924929779841259
SYN_C00029,100.46387472752043,,119.76482530636262,130.5726516592574,51.843646584098934,56.09694613776424,65.33216678493906,71.63993737821563,10.29168466113552,10.608551804869842,11.21127172318107,11.817494902280943,1.1769658621897565,1.1778641098433171,1.1680248018859536,1.1590084215855647,124.08716104589756,125.22735272180857,122.89086006087688,124.86432510096166,1,0.32749954323736113,,19.211831746675614,26.017691828369994,8.93524327963707
SYN_C00030,105.75470190806928,102.51498060334006,106.01768335301017,106.99865428715208,48.359457442244974,49.302145774593306,48.596683587558914,50.278612050026936,10.515366628908312,10.58330433676985,10.57306458194722,10.595052074362957,1.1802525823143142,1.1882900128597893,1.187347172171121,1.1796732591601407,124.89872647123843,124.24142759988911,124.07668513671247,125.73278986144824,0,0.011561767355166902,-3.0634300378865884,0.24867116089977384,0.4905475740650234,0.5487012966365544
SYN_C00031,105.0075772117278,104.69856986440692,103.73477920470306,103.98402549481635,54.76195727447477,53.6957938729567,53.96579200762908,54.90411947161711,10.677779631601918,10.699542102789692,10.70237583376136,10.685227903203758,,1.205906629879386,1.2004835992636358,1.1891994126571614,125.36515859231832,125.64447468195692,,124.01532910740573,0,0.014308165647179124,-0.29427147595057024,-1.2121011081499307,-1.4538656148742026,0.23034940791105185
SYN_C00032,99.70294717251787,100.5832732637754,101.47667919215475,104.12286274608499,50.42974832707276,52.63062594048371,51.6659119949012,53.69232200119482,9.600125915186556,9.667713327728896,9.664134644181793,9.70469369565322,1.197544085546015,1.2133088127041851,1.1886831864969813,1.2023427161037972,123.63964864598928,124.08327157453172,124.55080615147118,125.8777248497595,0,0.012739535523399986,0.8829489159776642,1.7790166388640043,2.4512588478749544,0.6667488485122963
SYN_C00033,92.23761524904151,94.42248928238811,94.06953209917687,93.74003737582552,51.990324259358026,52.344024827303635,52.15543821177732,51.73191472231323,9.438404446004515,9.403578091757998,9.491099725315529,9.5209882316991,1.2073225816421396,1.194263778525779,1.2034369103043314,1.1982404714829094,124.44570277521203,124.82646553537948,125.78518405918123,125.93741320802425,0,0.010073982382143716,2.368745145293971,1.9860843596066342,0.31758592540337405,0.5583070699340548
SYN_C00034,109.33019258005717,109.57629048789047,108.03142802681813,111.84192054057213,49.36594342240097,,51.26633443611319,49.222516129012796,10.327431212734687,10.261974503342923,10.366089204616198,10.494315347201978,1.211716493174049,1.2099692300249836,1.2074047687660492,1.2156572181474867,126.42738846122342,125.00354838317688,124.34845129185024,123.47061484003274,0,0.01921245502348643,0.22509601604615948,-1.1879285333628373,3.8495993026031705,0.37432340225943067
SYN_C00035,96.73686451104149,97.8872107588553,102.25376603613363,100.4204307319609,46.01800686151707,46.56194864696808,47.29743955155895,47.7390572782204,9.92627583472455,9.970203449153116,9.887011251475082,9.87178635953005,1.2110705962673511,1.205183663574019,1.206478107833354,1.1947753945012107,124.53878377790062,124.36951284005589,125.56649131784668,125.8215977618515,0,0.014063665165444151,1.1891498175264041,5.702998079354166,2.7802870600026255,-0.3955620809177035
SYN_C00036,99.80683356420771,99.83844619448658,99.94834485192828,101.15002128036345,48.51664509269644,48.68397856849475,49.12853359493749,49.31836374783403,9.934356223684501,9.93874062473144,9.971349141430904,10.082670685657764,1.2098243629708332,1.204765700860397,1.2107995838658794,1.2036749135426852,124.46543993459164,125.8486956337402,124.4379294801208,126.64482061570804,0,0.013776514625860903,0.03167381345540304,0.14178516907816613,1.2611929391901744,0.37237357825168566
SYN_C00037,97.76754401722191,100.06107044596536,99.088499876863,100.43180937047993,43.44856644008027,45.45623223140774,45.41198702496815,45.938400775094046,9.486281743514402,9.557769703439456,9.555864354831046,9.694502646676206,1.1986166545649592,1.1848978993813373,1.203023450767783,1.1896767594473574,123.00460164333437,124.39167894622678,124.51731412325307,125.53880806041586,0,0.01380960605610661,2.345897559152595,1.3511189965131989,4.518953663512979,0.7335077451628123
SYN_C00038,100.5065672799058,98.33812835919991,97.55221289435521,98.77701603762833,49.199695443208945,48.806780645838984,48.230848532681996,48.11856736119956,10.205410905773961,10.301278111827918,10.269664764893204,10.297354671022568,1.2289424226184735,1.2432718512795724,1.2346260585393394,1.2466018667094292,124.67860468531264,125.2729950127319,124.78628204297338,124.29101507642275,0,0.009335854060730031,-2.1575096825930657,-2.9394640226074555,-1.9692132274381373,0.6296058013978556
SYN_C00039,106.98638446682047,105.01376412278586,108.26731250710735,110.07274890957102,45.33706646637445,45.05056313913948,45.30337661107264,47.03932064027652,10.14344574594081,10.265999004904105,10.207027045926656,10.238534415056478,1.1937161354656183,1.1840966243181563,1.197165199264353,1.2016306847091969,127.4524802851152,125.76396693322079,125.61249901051855,125.40739878452462,0,0.012853729407057072,-1.8438050354401645,1.1972813612410027,-0.07430973798623661,0.6268215119235081
SYN_C00040,106.62947069603084,110.56486043106418,112.60343142427384,115.0485549649984,46.49911525701805,46.47019147254305,47.85223560462415,49.472065440253104,9.893406789343327,10.05121839885178,10.083412397979568,10.2828233108003,1.206607009497342,1.2161689155473254,1.2228469872016683,1.2087226179728725,124.0169715785245,124.55611337522285,,124.18265731820604,1,0.07695933187314927,3.690714873988238,5.602541857563,2.909991599037739,1.9205276067381107
SYN_C00041,103.14399096977732,102.28623972916557,102.03266932707865,103.29605507205473,50.924673694561896,51.468489565306704,51.41122362381865,51.59179525960546,9.357392239445183,9.466897089723998,9.479294622717465,9.45681300516588,1.1917073895210333,1.1754623971740945,1.1874680546170109,,126.10550904613203,126.34069215647716,124.15985311630729,125.43804829780773,0,0.012090073771570183,-0.8316056345571128,-1.0774468122183705,0.9554306271553209,1.3027388416872614
SYN_C00042,101.59256927068172,100.9378717949339,99.38106098618732,99.30069414800244,51.02080947577932,51.443825730035776,52.64553132443166,55.216917617970864,10.458843331787527,10.50222545316464,10.468509709958747,10.51259539316356,1.1737272959231775,1.1672907370313121,1.1768949535357667,1.1878906197371522,124.4464944257728,124.9276141374333,126.08572715711733,,0,0.01776581658415451,-0.6444344113430754,-2.1768405901834122,3.1844297755088062,0.09242301337319832
SYN_C00043,102.54978956785077,110.4858015450952,127.31435297763451,137.37220803176638,49.39127702579829,53.922166565263325,61.881152431969795,68.66026889950417,10.074593224311785,10.375692788646827,11.049457027989774,11.625812131647415,1.1753446659216769,1.16692474708091,1.1627359857055153,1.14846148355155,123.77119117941666,126.42041225696848,123.62679454385581,127.23873004953114,1,0.34209495304734727,7.738691625489561,24.14881933365508,25.287613842516638,9.676458214962658
SYN_C00044,99.99009175513946,100.70572607185709,100.7649435587171,101.98477462406376,47.2262410123842,49.04423299553585,48.50319321233626,50.55953775691981,10.425493410945034,10.499213366297822,10.471802615743398,10.470265066667473,1.2007074770149775,,1.2070428312324495,1.2191918592137325,126.6395462258362,125.58285305901185,126.6399542189377,124.6597125485871,0,0.01957701340696697,0.715705230544348,0.7749285853993828,2.7039039580075817,0.4441919722451411
SYN_C00045,99.40214099708811,97.56318777890394,100.28424038555482,100.48161345529186,47.53020328859222,47.324767187136736,46.45602915418891,47.4128530974239,9.128804035454397,9.156688447226976,9.160914521084301,9.120244370866667,1.2194891507049526,1.2050317771322143,1.2103581794785663,1.2160629523412587,124.79556353829018,124.40112684354912,124.97125078605164,124.33171465064036,0,0.009660780981827908,-1.850013691594473,0.8874048180637815,-2.259982200962143,0.35174909555724043
SYN_C00046,103.61365488495049,101.75253332840019,101.12131336219659,104.55350131195684,49.53976808642962,49.472422283031285,49.62478282597526,51.17113588773356,9.990625772884501,9.946641484247529,10.07645072810364,10.096872980192835,1.182866453543816,1.1839936610755633,1.1809025368100705,1.183241404789371,126.1194006771958,126.08462064803929,125.0428226825894,125.5739061216271,0,0.01201648994381469,-1.796212631063768,-2.4054180170763453,0.1716090785837364,0.8590548497179918
SYN_C00047,95.60294036078704,99.10271673512877,103.31118907111012,109.45335992800736,48.40839094685733,48.32063073052123,52.039801890430134,52.04793249293122,9.714533878155166,9.791206869927258,10.019126905781858,10.251544634442897,1.1724059453099887,1.1849938045561765,1.186868642612791,1.1855841009678483,126.31387882589588,124.84354213766217,125.40289919949988,125.7360041948966,1,0.12033312281140936,3.6607413549564907,8.0627736774974,7.501614642716303,3.135436362125655
SYN_C00048,101.28902977096828,101.61840280945553,101.62516210025231,103.91374804702923,49.38617345140195,49.244294188707514,48.774098595897236,48.63146918101125,10.029767730894532,9.997458664377525,9.963174185224759,10.089741983569837,1.2027147376100316,1.1987415964724917,1.2040588693758951,1.2082341492249578,124.49246708687893,125.12032803834623,124.48671225037349,125.24473744855969,0,0.005805284849750685,0.32518135402423737,0.33185462437944085,-1.2393648115034117,-0.6639590014098379
SYN_C00049,102.1242623578633,103.58472506876348,106.95555764778594,111.44891583099198,45.38507899503594,45.76616373907872,48.60459951698837,51.301502347460506,10.360579075869774,10.395072326084545,10.655750756293232,10.915333467318483,1.1936701593429473,1.1993593598749401,1.1978745175631416,1.1792648480675265,124.56635666473576,123.783685289578,126.5467360656066,125.02930494417124,1,0.11452623800708768,1.4300839753264785,4.730800672021342,7.0937863131285335,2.8489882492275473
SYN_C00050,100.9265241837949,103.74384412260738,103.94802264056678,103.53262639500313,51.698661409572445,53.00351129455793,53.06723056056535,53.72587303942008,10.108762874612411,10.142995167249875,10.323531565363421,10.216433761849155,1.1917433403595605,1.1754503783122352,1.1918767954307121,1.199613041897334,123.78730297327668,125.28934957189132,125.49839304606404,125.3461094992389,0,0.0169086668083471,2.7914564200010834,2.993760541351351,2.6472042286562996,2.1245793715311003
SYN_C00051,96.29644380738718,96.69680453323494,98.10038716606348,98.25128495549637,47.526354276795125,49.86991559194747,48.90483776980096,,10.038404438824887,9.949192154196954,10.040086508594898,10.05359176537081,1.1789362838419681,1.1759838419866562,1.175102723406103,1.179608869650398,125.00454121399054,124.46912200366626,124.55313771084799,124.60244188012874,0,0.01421356794483114,0.4157585784253527,1.8733229259063469,2.900461257721353,0.01675634589402683
SYN_C00052,103.58825198159447,103.7080403529416,105.35604670719836,109.9726186975694,50.135780008942966,52.56218013129093,53.253503854091136,56.073720515592996,10.014185328685995,10.142623613978172,10.148518483374554,10.264735863015565,1.1979457883738673,1.1997046636525894,1.2066463370395182,1.2030553270098576,124.32502687464556,125.46542307423907,126.2119268157965,125.45196775561755,1,0.07052237869837107,0.11563895427872556,1.7065590854047747,6.218560566110762,1.341428686203325
SYN_C00053,95.38467872894384,96.01714972917019,97.88651375778512,97.81862116016565,53.091071010976044,52.65297802238706,53.79939280225423,53.65627031832279,9.318461065320093,9.325844222126543,9.433034906722778,9.504870196686012,1.204670496341347,1.2236068605774961,1.2154733653389402,1.2120790721854222,122.64556261675789,124.48844880940707,125.12426656634393,125.5514127242229,0,0.018479709648409434,0.6630739953778622,2.6228898206501166,1.334163688526361,1.2295360854067032
SYN_C00054,96.41891574157978,96.77478755335326,96.86817965311157,99.63394581618783,51.18680087607498,49.440801604819846,51.483473027134366,52.97403986002149,9.556791553859183,9.621598013809658,9.746914360675662,9.616212260573738,1.2038549403839818,1.2049038502435998,1.2139712442590995,1.2037090504952643,125.85082408227338,125.53666235655845,125.14806917672126,127.47511429198967,0,0.01210013031595242,0.3690892072747259,0.4659499726546356,0.5795872099481981,1.9893999544198964
SYN_C00055,97.79900034473862,96.59957666956878,97.36157397928694,99.1212953824885,53.65697606008472,53.35905813746782,52.98379447049313,52.901239587358326,10.431108328903273,10.40453404800984,10.56329128964267,10.488786353603151,1.2106212856016927,1.2066698956042794,1.1975132918159124,1.1865443681935581,123.8784257250827,123.14132187949545,125.31247441946279,127.00631428988038,0,0.014173015495486553,-1.2264171115675069,-0.44727079408762455,-1.2546021766820565,1.2671995781420031
SYN_C00056,95.57827444091332,93.35679969635855,95.39283516374957,95.32769802625063,43.52602161521882,44.29283880655813,42.519436486753385,43.545201581814574,9.84466609290872,9.799227215122261,9.784620392409277,9.890565715003037,1.189458172518421,1.1893931020604838,1.179507851369451,1.1798498179809667,125.3382691588809,124.4042206706151,124.05943227734257,126.74976194185784,0,0.0019029215317562032,-2.3242465482342314,-0.19401823086729925,-2.3126054050239393,-0.6099313062806249
SYN_C00057,105.05208365786807,106.26742427216244,104.11759910927294,107.20524636888891,47.23565207372082,49.858392389529705,48.77825373741929,49.42668678378048,10.530347448508625,10.375807115322225,10.40935004359732,10.494603658774622,1.2012219453831445,1.1930387705048107,1.205522770848007,1.1973296032675356,123.01288091326948,126.11565540998573,122.1937706568336,,0,0.012134574938181701,1.1568933922838487,-0.8895440395437912,3.2657571050166236,-1.1490352574115854
SYN_C00058,96.90236060867264,96.65239290278353,94.89079535654416,94.99382337162365,53.53813832199148,53.758028096649255,53.278878521752446,53.99149951889,10.28560498879905,10.270201714772142,10.32015378497238,10.352591743523,1.2130207480625912,1.1999954538509336,1.1976539563356927,1.2038527006708553,123.76814511708665,126.39876344108202,124.59316987318354,123.66109614258936,0,0.007535713683760119,-0.257958324564008,-2.0758681620274633,-0.484252550359118,0.3358946431537324
SYN_C00059,97.84535804741154,97.55029842877828,97.94311300261194,97.53444801894823,52.38656678044493,52.6132942433543,52.79146595059603,51.905942517370235,10.302221584132752,10.309719139806411,10.296272022034987,10.370833060197501,1.1831153980730993,1.172163485590823,1.1836670959967788,1.1862755178562951,123.82778461410675,126.08336226782988,127.67518719092716,125.45512278101107,0,0.010161841066644242,-0.3015570942980121,0.09990760640175995,0.772906481633073,-0.057750282782971424
SYN_C00060,106.31871671708386,107.73019658754501,106.63955043940823,107.55336192326119,55.88695702299491,53.521387693253864,57.042852978391906,56.24081539055524,10.161046004142365,10.127078947733468,10.091984014778854,10.15692708173302,1.1982124646238705,1.2042531578315288,1.1898170069853784,1.1981875856760464,126.3533642359534,127.1526020938568,125.00464613287396,125.34470244317247,0,0.006531449049030183,1.3275930278740338,0.3017659846084398,2.0682749911064127,-0.6796740152082474
SYN_C00061,97.07001422481805,98.67548794216627,104.16528511650262,107.13218459289456,54.66158080523204,56.18025296332244,59.01900178768225,62.16839675563914,9.790817573111246,9.896276690579779,10.130790544039453,10.369694992678694,1.2088572435253098,1.2067922199237084,1.187590548313397,1.1962209041863137,124.75090404951217,125.68888438274641,126.8035490476951,125.38967599858513,1,0.11980609077995324,1.6539337406811092,7.30943633659271,7.971633674438351,3.472365493377003
SYN_C00062,99.01719806560126,101.1578538530747,98.64212682457695,99.51358394757774,50.063369038580646,50.74942764252522,51.009858086270064,52.166606688331214,9.980387378844084,10.022907599127757,9.903419399892954,9.92535225281081,1.2065459710055129,1.1917896067128988,1.199371743987908,1.1968303038346055,126.66970258849314,125.47075399416227,123.82314221391543,125.35267101785503,0,0.005744962104790179,2.16190301209614,-0.37879403613887525,1.89058200809462,-0.771192299752638
