component_id,hour,iddq_uA,leakage_current_uA,propagation_delay_ns,voltage_V,temperature_C,is_measurement_outlier
SYN_C00008,0,105.32033489296447,53.69176344345803,10.54605212484028,1.1910338851326578,123.65651092446112,0
SYN_C00008,24,109.96228359285716,56.46288798629907,10.971280037945835,1.185415172932647,124.3340626644258,0
SYN_C00008,96,124.09506165101891,63.702627209688366,11.52069728938809,1.1674581616691102,124.5290228265787,0
SYN_C00008,168,140.14884612197955,72.98956284903151,12.10131833136285,1.1604915481164422,125.26347940876772,0
SYN_C00009,0,98.7142842570543,48.21823414844239,9.508917681217397,1.1975008118651875,125.6206789267919,0
SYN_C00009,24,99.19297533736535,48.03409696554308,9.484019258445676,1.1982811972664522,125.30697006531963,0
SYN_C00009,96,100.08732478461565,48.663405166420354,9.491135456934876,1.205570600124229,124.27307887959896,0
SYN_C00009,168,99.60161427323209,49.31577437491021,9.56497714277978,1.1996234020339225,125.6953755140774,0
SYN_C00010,0,98.86632805984814,58.82626423913768,9.56216945288572,1.2025457369521528,125.08412866350517,0
SYN_C00010,24,97.93568148180458,57.70421787778814,9.529927559138933,1.2044844147636458,125.12754934057931,0
SYN_C00010,96,97.0250246675211,57.29428702984466,9.511228791729193,1.206155368906402,124.51707135624584,0
SYN_C00010,168,98.70623048925019,57.55972515923442,9.588084115871338,1.2082130413174534,125.10412956900386,0
SYN_C00011,0,107.84765069454998,50.32990939941502,10.565550677316516,1.2085722489378,125.09375612588589,0
SYN_C00011,24,115.50389704559927,53.540891046078855,10.745088586756362,1.191926223660596,125.03995750301921,0
SYN_C00011,96,129.08856435269738,59.480356430288374,11.340889789382842,1.175800508415256,124.59958105767602,0
SYN_C00011,168,142.1148209576201,68.82223795221272,11.930815831171506,1.1703267595639666,125.61742616791966,0
SYN_C00012,0,103.37362866555988,52.570284482497776,9.405742851748128,1.2241435227683153,124.02728820920953,0
SYN_C00012,24,103.29093457572618,52.933487277278445,9.42866121530632,1.2258442611641047,125.33059344879663,0
SYN_C00012,96,103.70365988352214,53.41338717966691,9.423781768899278,1.21721659096915,122.54381520007816,0
SYN_C00012,168,103.96064947397326,,9.524448042193587,1.2161873865006634,,0
SYN_C00013,0,106.02616007803745,50.28666000409933,10.34675396175586,1.1880140686932312,124.73879872541063,0
SYN_C00013,24,105.7018848273288,48.65672430660972,10.340401222830367,1.1963156231486345,125.12401027656877,0
SYN_C00013,96,105.71728776660932,50.75903368055925,10.405597951287849,1.1996836647325309,124.96131367031269,0
SYN_C00013,168,104.9737350285747,49.31895576567441,10.470552706455209,1.186338764568234,125.88962262710105,0
SYN_C00014,0,103.1053875679992,55.58883542850862,9.98103400577267,1.1940431437123453,122.69241878253972,0
SYN_C00014,24,103.67822425940348,57.9449025829541,10.083497408123858,1.1775430546374053,126.358733031545,0
SYN_C00014,96,108.36499441550126,62.83237738757039,10.307351369247355,1.169341533262304,124.17271106560175,0
SYN_C00014,168,115.36961695021648,66.10304290077542,10.798285967897769,1.174481190582983,125.4356499514719,0
SYN_C00015,0,97.73154843623254,48.295846303114146,9.848049313146571,1.1938857135102101,124.47034238508648,0
SYN_C00015,24,97.8069207324157,49.23357789657308,9.823120871206818,1.1855049374644175,124.21209544834129,0
SYN_C00015,96,99.2266138307432,48.098409398937335,9.743338020837603,1.1845709364808439,127.1526071329143,0
SYN_C00015,168,97.77976415177127,48.66124106719803,9.852922858144208,1.1824057353420943,124.51421352731506,0
SYN_C00016,0,103.55544210073157,53.47787476432487,10.586846636540104,1.167584123509688,124.28288010124076,0
SYN_C00016,24,105.38061108713313,54.59940819607158,10.49917837016834,1.1638916093230636,126.43680697813144,0
SYN_C00016,96,102.62908013047141,52.581750732317204,10.583421037174535,1.1627622989556716,124.24989023945669,0
SYN_C00016,168,104.4330140779854,52.95444244050985,10.67277187120996,1.1678276093931557,126.15144577929895,0
SYN_C00017,0,105.27332601246066,52.415958454971246,10.408140426047112,1.2287068356139002,125.73426602052176,0
SYN_C00017,24,107.21223082261177,51.31959999581688,10.381044228457565,1.215832762799146,127.07829614144623,0
SYN_C00017,96,108.38926731796518,51.654819567684854,10.370555229058422,,124.14371916281972,0
SYN_C00017,168,106.345301815662,51.93309279961591,10.353045367973433,1.2240465806508025,124.46965401359132,0
SYN_C00018,0,102.45107172291203,50.7725928921476,10.096547426381878,1.1796372403460558,124.9950137316914,0
SYN_C00018,24,100.2276681439489,50.385105089090224,10.13299089525954,1.189201298256206,125.37458022872454,0
SYN_C00018,96,102.14121610365113,50.90966089075902,10.068426870841183,1.1924084042250724,123.76089179429631,0
SYN_C00018,168,100.22800234311968,51.791382198176265,10.06321067295035,1.2012277330475867,124.68466688137563,0
SYN_C00019,0,108.85780204956144,49.99485179731004,9.09617250758183,1.2031672703175174,125.35616043979492,0
SYN_C00019,24,110.24343947470717,51.060900762181234,9.251393397809217,1.2002577365229403,124.3038883210208,0
SYN_C00019,96,116.10129165940693,52.75057680167872,9.391450865594319,1.1972061116203676,125.25375185574897,0
SYN_C00019,168,120.94091422966447,56.98966424148658,9.592997944133973,1.1865892610673008,125.05296480295536,0
SYN_C00020,0,104.96147261788063,48.339666639226834,10.303170809565945,1.2176392401649025,123.17659974548572,0
SYN_C00020,24,104.61781567533312,47.66506928906347,10.365273902336355,1.2179048909742005,125.5189893355156,0
SYN_C00020,96,,48.47057364036427,10.341507307829444,1.2192063969412585,125.08731497638303,0
SYN_C00020,168,106.15680689599932,48.58191931597979,10.426802182571345,1.2166211059546095,123.63382037869098,0
SYN_C00021,0,101.26332468645833,41.78077448204454,9.589156974631518,1.198043059715005,125.08513619506456,0
SYN_C00021,24,102.07121546437807,42.01177824125705,9.699523958465814,1.2029827496992707,126.5744127268128,0
SYN_C00021,96,104.44930486573918,42.162547235342295,9.75881237428027,1.2007306994811109,124.81735318806314,0
SYN_C00021,168,107.04670290956766,44.11121980094333,9.804994947964046,1.1951120160184392,125.87093730272274,0
SYN_C00022,0,102.15568069745737,53.359002187999536,10.004507064439624,1.2037716575033228,124.78076120691952,0
SYN_C00022,24,107.73055244626568,55.768244369848084,10.18207029978682,1.2092676991668034,124.07953821976538,0
SYN_C00022,96,119.73692536796331,64.0845671087615,10.674811385968258,1.1853177881409642,124.00933549531368,0
SYN_C00022,168,129.75341845569733,69.7795797141498,11.208912519648468,1.1739846235147784,127.25159820146057,0
SYN_C00023,0,99.70719508785632,48.34210424834425,10.024482164000297,1.1715121296809872,126.35106137082013,0
SYN_C00023,24,102.71076355074202,47.94156548228063,9.991331314665747,1.193250402919057,124.88324450012803,0
SYN_C00023,96,100.49343255776331,49.01105963143616,10.082125518180682,1.1867567214158088,123.30574053651029,0
SYN_C00023,168,99.79864354186154,48.25129104710669,9.954909343124877,1.1844070219095522,125.71692239859823,0
SYN_C00024,0,95.19725385251719,53.943047586179816,10.820135186454323,1.2255926790073879,125.10631028832418,0
SYN_C00024,24,100.85529201243907,57.96812774718991,11.056728614230106,1.2186663351498608,123.95734829620875,0
SYN_C00024,96,111.50987580942275,65.03260628458168,11.638555929971032,1.2005658008397517,124.90182150333564,0
SYN_C00024,168,123.90123543699576,74.30986742848017,12.362657926146575,1.1885966542679753,126.73371458220083,0
SYN_C00025,0,101.29053604844695,51.80706042450122,9.912702921524332,1.200942970201877,123.98915346329476,0
SYN_C00025,24,99.2523360816009,50.65444808000643,9.913197907381443,1.191151739802409,124.551765306919,0
SYN_C00025,96,99.59460885655625,49.934342080296304,9.896251499190972,1.2010912464026067,125.50605724108385,0
SYN_C00025,168,101.39034411126856,51.36866955957548,9.956423809498665,1.2035507365607037,123.31023365488485,0
SYN_C00026,0,102.7551714525391,51.786201633202836,9.415209823023234,1.1924006685613369,123.0909359580039,0
SYN_C00026,24,101.82716191480755,54.04021578275504,9.43145478428368,1.1800394034802812,124.36186835782954,0
SYN_C00026,96,104.87507151780711,54.828108163288476,9.634816517412663,1.1871903901421528,124.46880337577382,0
SYN_C00026,168,109.34992346296553,56.74848885338915,9.655025579550978,1.1807792049049302,125.64133928361342,0
SYN_C00027,0,96.2539919905179,52.48976152150641,10.480100624500253,1.1823252077392392,123.4477824648035,0
SYN_C00027,24,98.52837037628807,52.30082536966027,10.654640505088532,1.1893428899820602,125.43786584336311,0
SYN_C00027,96,98.9615966647603,53.06860159753534,10.584806630160749,1.174070930810185,124.12256002559282,0
SYN_C00027,168,98.4425508009754,50.514515617873634,10.644158034569857,1.1837958915589175,125.06675316179344,0
SYN_C00028,0,101.74660254330458,42.89062968449848,10.270631531158214,1.2287763928327344,124.163473093251,0
SYN_C00028,24,102.57587655215669,42.44695145993835,10.389229288136082,1.2268235058636645,124.34766091229564,0
SYN_C00028,96,103.00302119649884,42.48535753433234,10.365627660767663,1.2214475739387647,123.43097983374417,0
SYN_C00028,168,103.46914370402045,43.81603171017288,10.361377622772284,1.2279106878318196,124.66457312400365,0
SYN_C00029,0,100.46387472752043,51.843646584098934,10.29168466113552,1.1769658621897565,124.08716104589756,0
SYN_C00029,24,,56.09694613776424,10.608551804869842,1.1778641098433171,125.22735272180857,0
SYN_C00029,96,119.76482530636262,65.33216678493906,11.21127172318107,1.1680248018859536,122.89086006087688,0
SYN_C00029,168,130.5726516592574,71.63993737821563,11.817494902280943,1.1590084215855647,124.86432510096166,0
SYN_C00030,0,105.75470190806928,48.359457442244974,10.515366628908312,1.1802525823143142,124.89872647123843,0
SYN_C00030,24,102.51498060334006,49.302145774593306,10.58330433676985,1.1882900128597893,124.24142759988911,0
SYN_C00030,96,106.01768335301017,48.596683587558914,10.57306458194722,1.187347172171121,124.07668513671247,0
SYN_C00030,168,106.99865428715208,50.278612050026936,10.595052074362957,1.1796732591601407,125.73278986144824,0
SYN_C00031,0,105.0075772117278,54.76195727447477,10.677779631601918,,125.36515859231832,0
SYN_C00031,24,104.69856986440692,53.6957938729567,10.699542102789692,1.205906629879386,125.64447468195692,0
SYN_C00031,96,103.73477920470306,53.96579200762908,10.70237583376136,1.2004835992636358,,0
SYN_C00031,168,103.98402549481635,54.90411947161711,10.685227903203758,1.1891994126571614,124.01532910740573,0
SYN_C00032,0,99.70294717251787,50.42974832707276,9.600125915186556,1.197544085546015,123.63964864598928,0
SYN_C00032,24,100.5832732637754,52.63062594048371,9.667713327728896,1.2133088127041851,124.08327157453172,0
SYN_C00032,96,101.47667919215475,51.6659119949012,9.664134644181793,1.1886831864969813,124.55080615147118,0
SYN_C00032,168,104.12286274608499,53.69232200119482,9.70469369565322,1.2023427161037972,125.8777248497595,0
SYN_C00033,0,92.23761524904151,51.990324259358026,9.438404446004515,1.2073225816421396,124.44570277521203,0
SYN_C00033,24,94.42248928238811,52.344024827303635,9.403578091757998,1.194263778525779,124.82646553537948,0
SYN_C00033,96,94.06953209917687,52.15543821177732,9.491099725315529,1.2034369103043314,125.78518405918123,0
SYN_C00033,168,93.74003737582552,51.73191472231323,9.5209882316991,1.1982404714829094,125.93741320802425,0
SYN_C00034,0,109.33019258005717,49.36594342240097,10.327431212734687,1.211716493174049,126.42738846122342,0
SYN_C00034,24,109.57629048789047,,10.261974503342923,1.2099692300249836,125.00354838317688,0
SYN_C00034,96,108.03142802681813,51.26633443611319,10.366089204616198,1.2074047687660492,124.34845129185024,0
SYN_C00034,168,111.84192054057213,49.222516129012796,10.494315347201978,1.2156572181474867,123.47061484003274,0
SYN_C00035,0,96.73686451104149,46.01800686151707,9.92627583472455,1.2110705962673511,124.53878377790062,0
SYN_C00035,24,97.8872107588553,46.56194864696808,9.970203449153116,1.205183663574019,124.36951284005589,0
SYN_C00035,96,102.25376603613363,47.29743955155895,9.887011251475082,1.206478107833354,125.56649131784668,0
SYN_C00035,168,100.4204307319609,47.7390572782204,9.87178635953005,1.1947753945012107,125.8215977618515,0
SYN_C00036,0,99.80683356420771,48.51664509269644,9.934356223684501,1.2098243629708332,124.46543993459164,0
SYN_C00036,24,99.83844619448658,48.68397856849475,9.93874062473144,1.204765700860397,125.8486956337402,0
SYN_C00036,96,99.94834485192828,49.12853359493749,9.971349141430904,1.2107995838658794,124.4379294801208,0
SYN_C00036,168,101.15002128036345,49.31836374783403,10.082670685657764,1.2036749135426852,126.64482061570804,0
SYN_C00037,0,97.76754401722191,43.44856644008027,9.486281743514402,1.1986166545649592,123.00460164333437,0
SYN_C00037,24,100.06107044596536,45.45623223140774,9.557769703439456,1.1848978993813373,124.39167894622678,0
SYN_C00037,96,99.088499876863,45.41198702496815,9.555864354831046,1.203023450767783,124.51731412325307,0
SYN_C00037,168,100.43180937047993,45.938400775094046,9.694502646676206,1.1896767594473574,125.53880806041586,0
SYN_C00038,0,100.5065672799058,49.199695443208945,10.205410905773961,1.2289424226184735,124.67860468531264,0
SYN_C00038,24,98.33812835919991,48.806780645838984,10.301278111827918,1.2432718512795724,125.2729950127319,0
SYN_C00038,96,97.55221289435521,48.230848532681996,10.269664764893204,1.2346260585393394,124.78628204297338,0
SYN_C00038,168,98.77701603762833,48.11856736119956,10.297354671022568,1.2466018667094292,124.29101507642275,0
SYN_C00039,0,106.98638446682047,45.33706646637445,10.14344574594081,1.1937161354656183,127.4524802851152,0
SYN_C00039,24,105.01376412278586,45.05056313913948,10.265999004904105,1.1840966243181563,125.76396693322079,0
SYN_C00039,96,108.26731250710735,45.30337661107264,10.207027045926656,1.197165199264353,125.61249901051855,0
SYN_C00039,168,110.07274890957102,47.03932064027652,10.238534415056478,1.2016306847091969,125.40739878452462,0
SYN_C00040,0,106.62947069603084,46.49911525701805,9.893406789343327,1.206607009497342,124.0169715785245,0
SYN_C00040,24,110.56486043106418,46.47019147254305,10.05121839885178,1.2161689155473254,124.55611337522285,0
SYN_C00040,96,112.60343142427384,47.85223560462415,10.083412397979568,1.2228469872016683,,0
SYN_C00040,168,115.0485549649984,49.472065440253104,10.2828233108003,1.2087226179728725,124.18265731820604,0
SYN_C00041,0,103.14399096977732,50.924673694561896,9.357392239445183,1.1917073895210333,126.10550904613203,0
SYN_C00041,24,102.28623972916557,51.468489565306704,9.466897089723998,1.1754623971740945,126.34069215647716,0
SYN_C00041,96,102.03266932707865,51.41122362381865,9.479294622717465,1.1874680546170109,124.15985311630729,0
SYN_C00041,168,103.29605507205473,51.59179525960546,9.45681300516588,,125.43804829780773,0
SYN_C00042,0,101.59256927068172,51.02080947577932,10.458843331787527,1.1737272959231775,124.4464944257728,0
SYN_C00042,24,100.9378717949339,51.443825730035776,10.50222545316464,1.1672907370313121,124.9276141374333,0
SYN_C00042,96,99.38106098618732,52.64553132443166,10.468509709958747,1.1768949535357667,126.08572715711733,0
SYN_C00042,168,99.30069414800244,55.216917617970864,10.51259539316356,1.1878906197371522,,0
SYN_C00043,0,102.54978956785077,49.39127702579829,10.074593224311785,1.1753446659216769,123.77119117941666,0
SYN_C00043,24,110.4858015450952,53.922166565263325,10.375692788646827,1.16692474708091,126.42041225696848,0
SYN_C00043,96,127.31435297763451,61.881152431969795,11.049457027989774,1.1627359857055153,123.62679454385581,0
SYN_C00043,168,137.37220803176638,68.66026889950417,11.625812131647415,1.14846148355155,127.23873004953114,0
SYN_C00044,0,99.99009175513946,47.2262410123842,10.425493410945034,1.2007074770149775,126.6395462258362,0
SYN_C00044,24,100.70572607185709,49.04423299553585,10.499213366297822,,125.58285305901185,0
SYN_C00044,96,100.7649435587171,48.50319321233626,10.471802615743398,1.2070428312324495,126.6399542189377,0
SYN_C00044,168,101.98477462406376,50.55953775691981,10.470265066667473,1.2191918592137325,124.6597125485871,0
SYN_C00045,0,99.40214099708811,47.53020328859222,9.128804035454397,1.2194891507049526,124.79556353829018,0
SYN_C00045,24,97.56318777890394,47.324767187136736,9.156688447226976,1.2050317771322143,124.40112684354912,0
SYN_C00045,96,100.28424038555482,46.45602915418891,9.160914521084301,1.2103581794785663,124.97125078605164,0
SYN_C00045,168,100.48161345529186,47.4128530974239,9.120244370866667,1.2160629523412587,124.33171465064036,0
SYN_C00046,0,103.61365488495049,49.53976808642962,9.990625772884501,1.182866453543816,126.1194006771958,0
SYN_C00046,24,101.75253332840019,49.472422283031285,9.946641484247529,1.1839936610755633,126.08462064803929,0
SYN_C00046,96,101.12131336219659,49.62478282597526,10.07645072810364,1.1809025368100705,125.0428226825894,0
SYN_C00046,168,104.55350131195684,51.17113588773356,10.096872980192835,1.183241404789371,125.5739061216271,0
SYN_C00047,0,95.60294036078704,48.40839094685733,9.714533878155166,1.1724059453099887,126.31387882589588,0
SYN_C00047,24,99.10271673512877,48.32063073052123,9.791206869927258,1.1849938045561765,124.84354213766217,0
SYN_C00047,96,103.31118907111012,52.039801890430134,10.019126905781858,1.186868642612791,125.40289919949988,0
SYN_C00047,168,109.45335992800736,52.04793249293122,10.251544634442897,1.1855841009678483,125.7360041948966,0
SYN_C00048,0,101.28902977096828,49.38617345140195,10.029767730894532,1.2027147376100316,124.49246708687893,0
SYN_C00048,24,101.61840280945553,49.244294188707514,9.997458664377525,1.1987415964724917,125.12032803834623,0
SYN_C00048,96,101.62516210025231,48.774098595897236,9.963174185224759,1.2040588693758951,124.48671225037349,0
SYN_C00048,168,103.91374804702923,48.63146918101125,10.089741983569837,1.2082341492249578,125.24473744855969,0
SYN_C00049,0,102.1242623578633,45.38507899503594,10.360579075869774,1.1936701593429473,124.56635666473576,0
SYN_C00049,24,103.58472506876348,45.76616373907872,10.395072326084545,1.1993593598749401,123.783685289578,0
SYN_C00049,96,106.95555764778594,48.60459951698837,10.655750756293232,1.1978745175631416,126.5467360656066,0
SYN_C00049,168,111.44891583099198,51.301502347460506,10.915333467318483,1.1792648480675265,125.02930494417124,0
SYN_C00050,0,100.9265241837949,51.698661409572445,10.108762874612411,1.1917433403595605,123.78730297327668,0
SYN_C00050,24,103.74384412260738,53.00351129455793,10.142995167249875,1.1754503783122352,125.28934957189132,0
SYN_C00050,96,103.94802264056678,53.06723056056535,10.323531565363421,1.1918767954307121,125.49839304606404,0
SYN_C00050,168,103.53262639500313,53.72587303942008,10.216433761849155,1.199613041897334,125.3461094992389,0
SYN_C00051,0,96.29644380738718,47.526354276795125,10.038404438824887,1.1789362838419681,125.00454121399054,0
SYN_C00051,24,96.69680453323494,49.86991559194747,9.949192154196954,1.1759838419866562,124.46912200366626,0
SYN_C00051,96,98.10038716606348,48.90483776980096,10.040086508594898,1.175102723406103,124.55313771084799,0
SYN_C00051,168,98.25128495549637,,10.05359176537081,1.179608869650398,124.60244188012874,0
SYN_C00052,0,103.58825198159447,50.135780008942966,10.014185328685995,1.1979457883738673,124.32502687464556,0
SYN_C00052,24,103.7080403529416,52.56218013129093,10.142623613978172,1.1997046636525894,125.46542307423907,0
SYN_C00052,96,105.35604670719836,53.253503854091136,10.148518483374554,1.2066463370395182,126.2119268157965,0
SYN_C00052,168,109.9726186975694,56.073720515592996,10.264735863015565,1.2030553270098576,125.45196775561755,0
SYN_C00053,0,95.38467872894384,53.091071010976044,9.318461065320093,1.204670496341347,122.64556261675789,0
SYN_C00053,24,96.01714972917019,52.65297802238706,9.325844222126543,1.2236068605774961,124.48844880940707,0
SYN_C00053,96,97.88651375778512,53.79939280225423,9.433034906722778,1.2154733653389402,125.12426656634393,0
SYN_C00053,168,97.81862116016565,53.65627031832279,9.504870196686012,1.2120790721854222,125.5514127242229,0
SYN_C00054,0,96.41891574157978,51.18680087607498,9.556791553859183,1.2038549403839818,125.85082408227338,0
SYN_C00054,24,96.77478755335326,49.440801604819846,9.621598013809658,1.2049038502435998,125.53666235655845,0
SYN_C00054,96,96.86817965311157,51.483473027134366,9.746914360675662,1.2139712442590995,125.14806917672126,0
SYN_C00054,168,99.63394581618783,52.97403986002149,9.616212260573738,1.2037090504952643,127.47511429198967,0
SYN_C00055,0,97.79900034473862,53.65697606008472,10.431108328903273,1.2106212856016927,123.8784257250827,0
SYN_C00055,24,96.59957666956878,53.35905813746782,10.40453404800984,1.2066698956042794,123.14132187949545,0
SYN_C00055,96,97.36157397928694,52.98379447049313,10.56329128964267,1.1975132918159124,125.31247441946279,0
SYN_C00055,168,99.1212953824885,52.901239587358326,10.488786353603151,1.1865443681935581,127.00631428988038,0
SYN_C00056,0,95.57827444091332,43.52602161521882,9.84466609290872,1.189458172518421,125.3382691588809,0
SYN_C00056,24,93.35679969635855,44.29283880655813,9.799227215122261,1.1893931020604838,124.4042206706151,0
SYN_C00056,96,95.39283516374957,42.519436486753385,9.784620392409277,1.179507851369451,124.05943227734257,0
SYN_C00056,168,95.32769802625063,43.545201581814574,9.890565715003037,1.1798498179809667,126.74976194185784,0
SYN_C00057,0,105.05208365786807,47.23565207372082,10.530347448508625,1.2012219453831445,123.01288091326948,0
SYN_C00057,24,106.26742427216244,49.858392389529705,10.375807115322225,1.1930387705048107,126.11565540998573,0
SYN_C00057,96,104.11759910927294,48.77825373741929,10.40935004359732,1.205522770848007,122.1937706568336,0
SYN_C00057,168,107.20524636888891,49.42668678378048,10.494603658774622,1.1973296032675356,,0
SYN_C00058,0,96.90236060867264,53.53813832199148,10.28560498879905,1.2130207480625912,123.76814511708665,0
SYN_C00058,24,96.65239290278353,53.758028096649255,10.270201714772142,1.1999954538509336,126.39876344108202,0
SYN_C00058,96,94.89079535654416,53.278878521752446,10.32015378497238,1.1976539563356927,124.59316987318354,0
SYN_C00058,168,94.99382337162365,53.99149951889,10.352591743523,1.2038527006708553,123.66109614258936,0
SYN_C00059,0,97.84535804741154,52.38656678044493,10.302221584132752,1.1831153980730993,123.82778461410675,0
SYN_C00059,24,97.55029842877828,52.6132942433543,10.309719139806411,1.172163485590823,126.08336226782988,0
SYN_C00059,96,97.94311300261194,52.79146595059603,10.296272022034987,1.1836670959967788,127.67518719092716,0
SYN_C00059,168,97.53444801894823,51.905942517370235,10.370833060197501,1.1862755178562951,125.45512278101107,0
SYN_C00060,0,106.31871671708386,55.88695702299491,10.161046004142365,1.1982124646238705,126.3533642359534,0
SYN_C00060,24,107.73019658754501,53.521387693253864,10.127078947733468,1.2042531578315288,127.1526020938568,0
SYN_C00060,96,106.63955043940823,57.042852978391906,10.091984014778854,1.1898170069853784,125.00464613287396,0
SYN_C00060,168,107.55336192326119,56.24081539055524,10.15692708173302,1.1981875856760464,125.34470244317247,0
SYN_C00061,0,97.07001422481805,54.66158080523204,9.790817573111246,1.2088572435253098,124.75090404951217,0
SYN_C00061,24,98.67548794216627,56.18025296332244,9.896276690579779,1.2067922199237084,125.68888438274641,0
SYN_C00061,96,104.16528511650262,59.01900178768225,10.130790544039453,1.187590548313397,126.8035490476951,0
SYN_C00061,168,107.13218459289456,62.16839675563914,10.369694992678694,1.1962209041863137,125.38967599858513,0
SYN_C00062,0,99.01719806560126,50.063369038580646,9.980387378844084,1.2065459710055129,126.66970258849314,0
SYN_C00062,24,101.1578538530747,50.74942764252522,10.022907599127757,1.1917896067128988,125.47075399416227,0
SYN_C00062,96,98.64212682457695,51.009858086270064,9.903419399892954,1.199371743987908,123.82314221391543,0
SYN_C00062,168,99.51358394757774,52.166606688331214,9.92535225281081,1.1968303038346055,125.35267101785503,0
SYN_C00063,0,94.57539636871323,49.55258394752806,10.298016514879684,1.1676252915020675,125.65277643228757,0
SYN_C00063,24,99.70670538678289,52.062086444458885,10.397385027348186,1.15564738128111,124.77477412219214,0
SYN_C00063,96,112.90602569706593,58.577004417073645,11.09699009581854,1.1526158674224123,,0
SYN_C00063,168,123.0868098560683,67.10047732492909,11.640036601505633,1.1391335973858894,124.74653354555166,0
SYN_C00064,0,104.60568441179595,47.231467999473104,9.109594336347708,1.1912974046848273,124.89105547832044,0
SYN_C00064,24,104.2781911132755,49.02701669667776,9.226450246397052,1.1911616058434145,126.3935438499355,0
SYN_C00064,96,103.93102521979368,46.93494776949051,9.117691650158804,1.1882516055662216,126.38892576090566,0
SYN_C00064,168,105.8137931127996,47.01490172389802,9.280303754712591,1.1959163060233904,124.64504559355129,0
SYN_C00065,0,104.7378361352739,49.40266437863105,10.426309522260054,1.1873965628761274,126.48185501230165,0
SYN_C00065,24,112.28182270642503,52.90672144182257,10.89205395493634,1.1825172660997085,124.83607250580754,0
SYN_C00065,96,129.04714493522724,62.48211295033073,11.54797967781472,1.1647769625417819,124.01057756703894,0
SYN_C00065,168,145.86114503439038,71.53248103346067,12.419649400938729,1.1358361885710009,126.50289149566898,0
SYN_C00066,0,105.2240779504282,49.27783072027875,9.84281433944161,1.2115289808005347,124.56430194888591,0
SYN_C00066,24,103.90157503674416,49.827129919548284,9.754908441840804,1.214497562159961,125.8355631486224,0
SYN_C00066,96,102.5648139324612,49.23712206525092,9.812205268538257,1.2076843129040717,125.67945614618984,0
SYN_C00066,168,104.98936653604608,48.081247923782406,9.792467381806091,1.2082631930917622,125.03288389767492,0
SYN_C00067,0,102.73045752165594,48.23873242616332,9.93833787424224,1.2378715959964184,124.94938426511624,0
