component_id,component_type,module_a_label,iddq_baseline,leakage_baseline,delay_baseline,voltage_baseline,iddq_drift_168h_true
SYN_C00036,normal,0,99.59556773152434,48.701339123088424,9.931288798788051,1.2097070807269614,0.013776514625860903
SYN_C00037,normal,0,98.28739575650306,44.60032321540716,9.55133224284047,1.1959088018034567,0.01380960605610661
SYN_C00038,normal,0,97.55794171967231,48.228968796360064,10.233558646315064,1.2310826923950082,0.009335854060730031
SYN_C00039,normal,0,107.72029024000263,45.607522701381704,10.160852469524324,1.1926733977817168,0.012853729407057072
SYN_C00040,drifting,1,106.9302216019304,45.68677758872657,9.937800765340853,1.2202859065746234,0.07695933187314927
SYN_C00041,normal,0,102.22196701788836,50.34943654167863,9.444663100945789,1.1910148143957846,0.012090073771570183
SYN_C00042,normal,0,99.46249922784638,51.60214681851188,10.48366001152258,1.1785834905822652,0.01776581658415451
SYN_C00043,anomalous,1,103.09558992506877,49.904619559474355,10.102281803296362,1.1749936702463137,0.34209495304734727
SYN_C00044,normal,0,100.36898490884687,48.50362850798479,10.447137492062497,1.2045592612484999,0.01957701340696697
SYN_C00045,normal,0,99.0488854083845,47.15777551328322,9.158794990848174,1.2174293848746147,0.009660780981827908
SYN_C00046,normal,0,101.69052960753164,49.04842102290587,10.022729261185312,1.1827346789219073,0.01201648994381469
SYN_C00047,drifting,1,97.79421126527278,47.53333087631676,9.713240476533436,1.1868375829867612,0.12033312281140936
SYN_C00048,normal,0,101.26132132001716,49.811507773636066,10.014458914809861,1.205791923163871,0.005805284849750685
SYN_C00049,drifting,1,101.02110462810818,45.43540467776328,10.377284226178892,1.1999618700749484,0.11452623800708768
SYN_C00050,normal,0,103.01468010628962,52.10395273461718,10.14797894647865,1.1912152906896054,0.0169086668083471
SYN_C00051,normal,0,96.90431521262195,48.29890663377292,10.007248893634815,1.1808110654812194,0.01421356794483114
SYN_C00052,drifting,1,103.5506817643827,51.128770700847014,10.005112174011895,1.2046361340600646,0.07052237869837107
SYN_C00053,normal,0,95.46844253524748,52.661665986893574,9.376093928917316,1.2097939717799848,0.018479709648409434
SYN_C00054,normal,0,97.13716674189381,50.983612645793,9.63737277847416,1.20737624195085,0.01210013031595242
SYN_C00055,normal,0,97.35537470427128,52.397380368794245,10.448515017816673,1.2003977038800573,0.014173015495486553
SYN_C00056,normal,0,94.63974113813161,43.80008221143778,9.79778526725726,1.1841644273417788,0.0019029215317562032
SYN_C00057,normal,0,105.07831141692832,48.52143000888834,10.456167617907969,1.2047183193156208,0.012134574938181701
SYN_C00058,normal,0,95.15473761905102,53.30923000036725,10.330548374192206,1.2035974223134556,0.007535713683760119
SYN_C00059,normal,0,96.50541831296664,51.527688614948666,10.35168204414704,1.1803017727549496,0.010161841066644242
SYN_C00060,normal,0,106.27703855243321,55.54538979665439,10.133165755918606,1.1954648768155824,0.006531449049030183
SYN_C00061,drifting,1,97.14708649073175,55.11314143990105,9.8255967066982,1.205496455084876,0.11980609077995324
SYN_C00062,normal,0,99.05928657430951,50.89877640335191,9.939539175939158,1.198826394538505,0.005744962104790179
SYN_C00063,anomalous,1,94.93985499541732,49.24406414334558,10.25615436023468,1.1705919857156655,0.2939223730172698
SYN_C00064,normal,0,104.16475603811342,47.12468386079903,9.149754350292296,1.1903946927733227,0.016414380962037473
SYN_C00065,anomalous,1,104.23368122095533,48.572574303394255,10.497510557051124,1.1893968509626414,0.39611786490193635
SYN_C00066,normal,0,103.69472952061723,48.775259274531905,9.79995222271981,1.2083894078345423,0.011152431265755587
SYN_C00067,normal,0,102.68764914096973,48.220252422854855,9.96548633631917,1.2389757510875135,0.005064231373191111
SYN_C00068,normal,0,100.36794555509738,47.24498675677686,9.96893498418205,1.202009478049082,0.01533428133248968
SYN_C00069,normal,0,97.37811666531007,51.20472976256613,9.984066967961658,1.182030489235223,0.001496046086901668
SYN_C00070,normal,0,95.9251534666699,55.0899190344267,9.474543326376725,1.1975924096126196,0.0058630166432296635
SYN_C00071,normal,0,106.44952763380834,52.799770304690774,10.060690013471584,1.2001595198617652,0.006726099537935377
SYN_C00072,anomalous,1,103.82402135863295,49.03273982518903,10.237745852800401,1.211348930961073,0.315088279710264
SYN_C00073,normal,0,96.53347886399789,53.042086542802124,9.182219395441562,1.2186318288294626,0.003551736019391716
SYN_C00074,normal,0,100.19915884111568,51.03995260051665,9.479685696955077,1.2208652675442746,0.01685380392393462
SYN_C00075,normal,0,98.49942453507494,49.877886947189474,10.358346142518318,1.208058438051893,0.013477971498042845
SYN_C00076,normal,0,94.35894647147126,49.690631823057785,10.283918857639197,1.199988110625814,0.01340608306171979
SYN_C00077,drifting,1,100.88825688310651,49.40017958603521,10.11949649411631,1.2222510300848874,0.0779049469440701
SYN_C00078,normal,0,97.92253667880402,51.95319836821181,9.727140761891064,1.1947874670117566,0.011854147149598333
SYN_C00079,normal,0,95.23731666852157,50.41901024682927,10.286245044104028,1.2008171934988268,0.007565847288533716
SYN_C00080,drifting,1,92.60433722929119,47.81473160726903,9.518839723657688,1.196348443431537,0.11684587758169435
SYN_C00081,normal,0,92.18098249897164,47.66944367269895,9.945065582813422,1.168030624820505,0.013180241812238471
SYN_C00082,normal,0,98.1428693615268,50.917711943845006,9.477402825240562,1.2190763579022703,0.01472568297319061
SYN_C00083,normal,0,99.57452514787542,51.28595364704982,9.935199222871379,1.210132788125192,0.010769622536576942
SYN_C00084,anomalous,1,95.62349594918842,49.06060206704965,9.587843651051195,1.1644498564465435,0.3595960950904123
SYN_C00085,normal,0,103.25369713828614,46.60398313176127,10.302324344324102,1.2150263112484028,0.009414463011408435
SYN_C00086,normal,0,99.67226729108519,53.7528953512554,10.173272732314047,1.1954484404295822,0.004470488210882631
SYN_C00087,normal,0,102.88442655299325,53.1158138285813,9.771769767899704,1.2148281905361882,0.0016799542860487216
SYN_C00088,normal,0,99.08544604906146,44.03787049707951,10.436119686589098,1.2011368511963014,0.0008260421050056732
SYN_C00089,normal,0,96.06441182396448,54.018748769940586,9.61747385730574,1.1796399112774083,0.014284897317125105
SYN_C00090,normal,0,100.57058785569306,49.37307260800096,9.985886212612765,1.2003953027640661,0.0069729440358979634
SYN_C00091,normal,0,93.68662743990839,50.569961240081426,9.754071469007576,1.186523213617086,0.014168165247373856
SYN_C00092,normal,0,102.69719260318324,53.41466918015788,10.296948707217792,1.1816567246378062,0.010158124469481672
SYN_C00093,normal,0,95.31425396743433,54.95761635988716,10.257376982236538,1.2130054350124335,0.008937728289175979
SYN_C00094,drifting,1,104.59116263266725,53.00859585513659,10.520782615790413,1.2058731839968202,0.08107881633317635
SYN_C00095,anomalous,1,98.30772126879043,50.72309149685168,10.033193779430919,1.2224635316602457,0.2931626436316051
SYN_C00096,normal,0,105.31266758154959,45.873077941091005,8.816161296695206,1.1940842252085053,0.012578540401875669
SYN_C00097,anomalous,1,94.38688405705842,43.92130452804579,9.827652612106286,1.1855564490473351,0.26740022700756044
SYN_C00098,anomalous,1,96.6111514963559,52.63447681707351,10.626103882137155,1.2095820662503896,0.30487399088415496
SYN_C00099,drifting,1,101.90467473424285,54.02609103723343,9.870002143105367,1.1874947705450607,0.07103204441303076
SYN_C00100,normal,0,105.85248546713377,47.556065417485854,9.23298551661694,1.1953470771839836,0.0036651975916490364
SYN_C00101,drifting,1,108.33304454157461,49.19066010578381,10.179732741751833,1.2078764315268884,0.09948414361305169
SYN_C00102,drifting,1,100.20683081840437,48.32820233484364,10.209623748937938,1.1981108154854974,0.14807494589038261
SYN_C00103,normal,0,109.18872815393378,48.24829977953299,9.709120408589664,1.1926690353281102,0.019593301090713694
SYN_C00104,normal,0,98.55167725087284,53.224883551675894,9.901300357963123,1.1789600680539796,0.006604527192829238
SYN_C00105,normal,0,105.49383811181487,50.65511939826093,9.661081625150608,1.2140533710856842,0.015383704461355657
SYN_C00106,normal,0,95.28909501520347,49.312465065812994,10.209027879646447,1.1944735971079419,0.004957352766818217
SYN_C00107,normal,0,102.10100253431627,57.97256006153112,10.022639779986871,1.2092713943001447,0.0093586192807855
SYN_C00108,normal,0,88.29153479571778,45.69673730297732,9.533689934585569,1.2072898887024255,0.009986190764979794
SYN_C00109,normal,0,94.39204494173438,51.64373324448736,9.996182469111115,1.216369305693935,0.006133169229858584
SYN_C00110,drifting,1,102.33338399040383,46.853065144483416,9.70679025105313,1.1964664747880693,0.11465898914485724
SYN_C00111,anomalous,1,93.43780573899738,49.52768938401728,10.584424277518169,1.1947842184634636,0.31544956686782333
SYN_C00112,drifting,1,102.13474805394593,50.44591515338802,10.357479093283363,1.1833759727676072,0.0851641387731205
SYN_C00113,normal,0,104.53229060406181,52.53378715890528,9.951088262429161,1.1918602378798473,0.006972451303985205
SYN_C00114,normal,0,97.4933990364086,49.21645431451693,10.032425661837848,1.2051174519130643,0.008705755738916575
SYN_C00115,normal,0,95.15523522162901,48.89915570660948,10.405510491175193,1.1877441831642093,0.016723860031920394
SYN_C00116,drifting,1,97.6290669207263,49.16274470655948,9.930555844243372,1.2047368046831115,0.10184446922655281
SYN_C00117,normal,0,95.17093840407907,46.76014194109647,10.303357009785396,1.2220093803722054,0.010001009607772438
SYN_C00118,normal,0,99.49393220992042,51.896929406275056,10.590954451814138,1.1933218163821009,0.0017715046197792207
SYN_C00119,anomalous,1,100.5104531244404,50.844003112345725,9.803647173660282,1.180284457363702,0.2617358861336093
SYN_C00120,anomalous,1,98.46994938451596,51.30550601394515,10.65845804036772,1.1937989827154942,0.350858857745359
SYN_C00121,normal,0,108.37179620093411,49.79137099240076,10.542046756202339,1.178660100232225,0.004333536483436447
SYN_C00122,normal,0,96.40298090156513,49.42136612032972,10.09942352095237,1.2200133530400548,0.01972046953178202
SYN_C00123,normal,0,106.95716589627656,53.52680101469255,9.822435199242566,1.2012727700363328,0.0017974439785311191
SYN_C00124,normal,0,94.79380381843943,53.065359410471046,10.09444461523486,1.1890731939937702,0.012954575049660006
SYN_C00125,normal,0,100.36388784970775,54.24440175855317,9.90219964164888,1.191602157290977,0.004223144856625462
SYN_C00126,anomalous,1,105.91552704274035,51.11778305448761,9.682891257625153,1.1822683038928403,0.2855467147790778
SYN_C00127,normal,0,105.65678576126659,54.05799228396626,10.212910078130806,1.21516710267935,0.00863860961114939
SYN_C00128,anomalous,1,97.89871051149882,48.751752080838756,9.590590280269744,1.2275579431511638,0.33211425205643585
SYN_C00129,normal,0,102.77534860035672,49.39744464157601,9.864578164005541,1.1775886079575038,0.007140394600136284
SYN_C00130,drifting,1,102.10589541832113,53.58530226104588,9.869839322477107,1.2156489143391387,0.09386078299193984
SYN_C00131,normal,0,97.3003041070363,52.53026461478072,9.453896217291623,1.1963122389449945,0.019543549674209727
SYN_C00132,normal,0,103.07974968574037,49.12864877925531,10.263388809246214,1.219012355312069,0.011025446592243368
SYN_C00133,normal,0,109.31246086026187,46.86122529194087,9.908664783827684,1.1724925776892268,0.004998273853969333
SYN_C00134,normal,0,102.35850332531315,49.38810737902258,10.519537324037756,1.203380920493674,0.012071514803644276
SYN_C00135,normal,0,102.83178189535336,47.945394676168895,9.902138798850693,1.1938815078432503,0.001427940654639379
SYN_C00136,normal,0,103.36077489100354,55.17351044746602,9.837361929790335,1.2098863356865452,0.01853295106508038
SYN_C00137,anomalous,1,92.6951169632243,52.280121930559254,9.638142914060989,1.20091712815833,0.25761866013584384
SYN_C00138,drifting,1,102.30112336603145,47.702232267839705,10.015611682411718,1.2003338401962778,0.05313437651899194
SYN_C00139,normal,0,94.91620212580736,46.86502711800496,10.017871292882274,1.198410201563071,0.006884851191511352
SYN_C00140,normal,0,97.050565296511,47.665060178646335,10.2967066940934,1.223434483091227,0.017667410735439436
SYN_C00141,normal,0,110.80970890594251,48.323524284601,10.026807596133334,1.1973753942707548,0.016184106093815702
SYN_C00142,normal,0,98.73369195170595,49.499898818608415,10.837567078221824,1.2129642487104466,0.0037357743439001
SYN_C00143,normal,0,96.29912947852887,53.343639472642664,10.1824869056483,1.2094277000846647,0.01924598418902382
SYN_C00144,normal,0,105.76291289450697,47.100449325940986,9.605265206177569,1.213332136603152,0.019833544259816663
SYN_C00145,drifting,1,95.26161498578811,56.86861173453965,9.571409462813753,1.184778743304687,0.11742880941609248
SYN_C00146,normal,0,97.76290427905161,47.170099289514035,10.213918987538285,1.2106075959950262,0.016105818292467485
SYN_C00147,normal,0,106.24526083993084,45.772856806716206,9.592668754173191,1.2050530415430778,0.009029876303276785
SYN_C00148,drifting,1,100.2138378265398,55.06491447597041,10.237937753816263,1.1821581519914373,0.07054976322231495
SYN_C00149,normal,0,92.19201477436735,53.963766799510864,10.358255618002568,1.1968140643399718,0.013450888373996517
SYN_C00150,normal,0,102.71994807161309,49.45295360673114,10.367896870470933,1.2344141936189164,0.0016130386036977162
SYN_C00151,drifting,1,98.01767058976746,51.14399694537358,9.652325099909731,1.1941229034037308,0.10342276423225924
SYN_C00152,drifting,1,107.69925743265122,51.21970735730604,10.368588469979013,1.1944852535181174,0.05709103564331245
SYN_C00153,normal,0,96.96906526182933,50.41013728623068,10.12903569533994,1.2067606514887168,0.018422379737686664
SYN_C00154,anomalous,1,105.25612986862963,46.11056138458858,9.756851575714169,1.1918869419556277,0.2968547493746225
SYN_C00155,drifting,1,108.87849016182857,42.55409845200124,9.936239541667048,1.2021067976476858,0.12902972794821832
SYN_C00156,normal,0,95.74528388094214,47.46582145302975,10.188511903805693,1.1932663630451026,0.004435157152521962
SYN_C00157,drifting,1,99.03393489620903,55.44846323411284,9.730859560870243,1.2060357916696813,0.05174291045500898
SYN_C00158,normal,0,101.94312637072225,55.566240508179966,10.1207437809692,1.1990716922175695,0.01433416419248217
SYN_C00159,normal,0,95.71327123722912,49.214489106523075,10.578240779415742,1.2292798919342178,0.016030631483579846
SYN_C00160,normal,0,101.35147473353915,47.12610733242899,10.385622452142423,1.200690104392541,0.019391511795438958
SYN_C00161,drifting,1,98.87539856247004,50.83436365918814,10.032794477405758,1.1966608361737419,0.08214630542991572
SYN_C00162,drifting,1,98.77466214203318,51.316943586401074,10.09365704347247,1.2154415437522643,0.0883317056139331
SYN_C00163,anomalous,1,100.24469196354056,51.80215855788217,9.784774824796736,1.1791337329746159,0.2704930895147853
SYN_C00164,anomalous,1,100.35632357789282,42.418913951487205,9.796041437106535,1.22537583809512,0.2837794366664334
SYN_C00165,normal,0,100.81940384538021,59.473268551475485,9.385121481798635,1.185172788948097,0.016476170462053078
SYN_C00166,normal,0,97.00586827271607,53.3974240041309,10.100443888049098,1.217886714297215,0.016360860075164543
SYN_C00167,drifting,1,97.22414137825123,49.406408888781,10.2729993726387,1.2218491461451546,0.12723735036092204
SYN_C00168,normal,0,99.40706205587585,47.84456710951744,9.97166260572678,1.1921129057687971,0.014107673247515069
SYN_C00169,normal,0,99.77621179382102,52.96191708223881,9.649070321946304,1.1935543062997407,0.011532932803553664
SYN_C00170,normal,0,97.80575330026691,51.486183845103625,10.02645139021114,1.1983623297894277,0.0008376678168315576
SYN_C00171,drifting,1,101.61969821043009,50.27644246410353,10.536705827123814,1.209323195823835,0.14735871777816661
SYN_C00172,normal,0,90.92619125662401,51.37500390092244,10.359192661694454,1.185029127914071,0.019454060534939685
SYN_C00173,normal,0,96.34766870545525,49.661841187326154,9.988210254429477,1.1983616075021881,0.008979417698281365
SYN_C00174,normal,0,98.60036086898573,51.20558679715191,10.818972160698554,1.1952986284675213,0.01593576536647454
SYN_C00175,normal,0,95.71942406484698,52.17908855286051,11.079486795955946,1.1827303135901512,0.007545705958947691
SYN_C00176,normal,0,108.14599007404445,51.02995062224608,9.80794295418523,1.1843249359086174,0.009121202428340665
SYN_C00177,normal,0,100.09430923362476,50.87276569496576,9.901646092731879,1.2019237039172155,0.009247005887483218
SYN_C00178,anomalous,1,100.88384839112952,54.178580399633546,10.277332519696648,1.201657880307542,0.33518829512930604
SYN_C00179,drifting,1,97.5838464601727,45.20867864174463,9.63480945314506,1.1885403416303006,0.06913316727514578
SYN_C00180,normal,0,99.9211053981352,47.60635316432471,10.339653693383486,1.2011886304236068,0.019800166723915477
SYN_C00181,normal,0,93.92373267848633,50.07968205794307,10.040587077384592,1.1902957085901085,0.004226963768280383
SYN_C00182,drifting,1,99.15091481952463,47.81039725121228,10.148655395794767,1.2196063651674327,0.06390583214354587
SYN_C00183,normal,0,95.31495785702123,48.811902385268176,9.769824862240402,1.1984552717511863,0.010035314082890512
SYN_C00184,normal,0,98.61298207621918,53.863225348670134,9.684918657221493,1.2164630247694268,0.003093808327920218
SYN_C00185,normal,0,87.20041716848752,49.55308707812682,9.205813813633792,1.1746096557465342,0.009882439901650282
SYN_C00186,normal,0,94.35998395778238,44.51236691685808,10.593912358583054,1.2048414873687145,0.01091930132230288
SYN_C00187,normal,0,107.31963202257167,48.72997481199717,10.376578577218764,1.2089411813665432,0.002733010937358511
SYN_C00188,normal,0,104.15198874553771,50.17433952240162,10.26934360250364,1.197931749458743,0.013965103425765632
SYN_C00189,drifting,1,106.59519667957616,50.11906859736898,10.139330460351792,1.1919171981230243,0.11217020313197854
SYN_C00190,normal,0,106.93860634835463,51.66811232403924,9.078308903690083,1.1976917332325552,0.016559749802877832
SYN_C00191,normal,0,103.36493712082239,51.42316572426642,9.699559529991967,1.2111369776328975,0.01632055280238151
SYN_C00192,normal,0,97.73565657310432,49.58352170442204,9.897567618545786,1.1818420009456636,0.0145844456994959
SYN_C00193,normal,0,94.81374526867188,46.4208807252637,9.567461458996789,1.2105073470661114,0.0028176794546711406
SYN_C00194,normal,0,105.73372302724849,48.67658224508731,9.322591218025712,1.2047754855910588,0.01242934742004125
SYN_C00195,drifting,1,100.32283987193695,48.131670330134604,9.609054860280542,1.1960881130745011,0.07172976000916051
SYN_C00196,normal,0,112.47011408190953,49.14468859194123,10.019657179438962,1.196729060164807,0.013967146970275752
SYN_C00197,drifting,1,98.17451011994623,52.07350560577366,10.01975959260796,1.200927902585758,0.05242184748119893
SYN_C00198,normal,0,109.8644792739024,51.21230824869126,10.363009133575089,1.2248792935748232,0.01518708263681989
SYN_C00199,normal,0,99.21604104652123,52.47201714122506,10.825271880357192,1.2052200366686125,0.014188026424156366
SYN_C00200,anomalous,1,106.6802429862935,48.84775038919162,10.274304608039198,1.185859617683357,0.23129441915856946
SYN_C00201,normal,0,108.48345868616228,54.5250823048542,9.92978012645715,1.1934705275436348,0.012576045481577139
SYN_C00202,normal,0,94.88525035909643,52.01851553779016,10.720130604824675,1.1828313275591449,0.014554854042246608
SYN_C00203,normal,0,97.57500960854566,50.33670404552587,9.36722542882724,1.1716531757028674,0.017046467950900177
SYN_C00204,normal,0,94.83510387150734,51.81003975313391,9.168462760553238,1.182567933351381,0.011386377450548683
SYN_C00205,drifting,1,93.85027755870888,47.97271875610691,9.645310635894122,1.2018011454424908,0.07318106920937055
SYN_C00206,normal,0,103.33533425262475,43.673737352118735,10.324874979159322,1.2191093617122373,0.0029059352921426674
SYN_C00207,normal,0,99.01685814875489,48.179910892790666,10.06742410080883,1.2149366009816007,0.016319139145146155
SYN_C00208,normal,0,100.26183161595068,52.24237087172651,9.548670517785363,1.182671088214687,0.01322033513343934
SYN_C00209,normal,0,102.7811956748664,50.24064811906689,9.709162185842047,1.1880352496256854,0.013732223357028391
SYN_C00210,normal,0,90.71306583142542,49.58949658196638,9.503406599803618,1.185919741901552,0.005884141155027227
SYN_C00211,anomalous,1,106.43383001978528,47.456479787666815,9.503396636041103,1.1612758583167,0.24908809469376603
SYN_C00212,anomalous,1,98.2545291833004,44.13252252225039,10.620423109900514,1.197485385711889,0.2719547343875823
SYN_C00213,normal,0,102.66200653118929,54.27453686244437,9.942626012499874,1.2120488243229135,0.0029931977127385934
SYN_C00214,drifting,1,103.10356419614274,49.37631577456518,10.707832835327565,1.1962141441947507,0.07345242596442528
SYN_C00215,anomalous,1,106.8539828038192,48.71138605430843,9.643994248601816,1.1809827517256624,0.25462726354749327
SYN_C00216,normal,0,99.47571306108483,47.98506119872438,10.196450005291238,1.1873227762629435,0.015614432211025455
SYN_C00217,normal,0,89.38181270478535,53.76356743287989,10.090833064126624,1.1950672980062698,0.0009883990442224543
SYN_C00218,drifting,1,100.2856380672678,52.64405243713815,10.351872629199594,1.2115533002392382,0.10515310901673669
SYN_C00219,normal,0,101.003534290808,47.09828160736714,10.10181940192561,1.19725773057164,0.008046949346852931
SYN_C00220,normal,0,94.82869570429942,53.493628895130605,10.394033357308988,1.209523639596348,0.01017723206668402
SYN_C00221,drifting,1,100.7374532721647,49.5647887432362,10.221679045003919,1.1987798799250016,0.0950029543717432
SYN_C00222,drifting,1,98.19490782636854,48.168373436038316,9.563491244033981,1.2035518347154743,0.08334458462395859
SYN_C00223,normal,0,93.28623025358745,49.11916283960735,10.293085905770957,1.185897462972072,0.0003486110299541889
SYN_C00224,anomalous,1,103.35742447504641,47.65010824845531,9.958760387703064,1.189712327944217,0.23489667129921546
SYN_C00225,anomalous,1,97.18137424551102,46.03736869175363,9.689312168336203,1.1811628550116262,0.3633936776525714
SYN_C00226,normal,0,97.96810392631465,52.32839289652577,10.277591110680325,1.2090248312005567,0.011940127104724004
SYN_C00227,normal,0,97.68710576356457,49.33788542290559,10.368623419122889,1.195632223052593,0.0023925287480860403
SYN_C00228,anomalous,1,106.17739298732073,51.85162860093581,9.806573934276532,1.15,0.2324734496357387
SYN_C00229,drifting,1,99.79541919113304,50.861639993388636,9.85977403267866,1.2072173162609678,0.0789091720513605
SYN_C00230,normal,0,100.3954991027291,51.64562333405972,9.445151879472801,1.214612119138504,0.004828964015089241
SYN_C00231,normal,0,97.79681922806802,43.86203958377874,9.278109148865292,1.187824341851955,0.019871371450005094
SYN_C00232,drifting,1,102.31433411127452,47.39971925192895,9.90307668118359,1.207204274485648,0.07678705212475315
SYN_C00233,normal,0,106.74659024225336,51.70809426620554,10.316821792859018,1.1968540842823354,0.011205449734020692
SYN_C00234,normal,0,103.23930408743253,46.1755079175921,9.77069372223729,1.1682326929595215,0.019365446700328234
SYN_C00235,normal,0,103.43433480667429,51.11919525143669,10.571117465552064,1.2292945139962264,0.009852689476470774
SYN_C00236,normal,0,103.03115102942172,45.82788625994428,9.917970403267267,1.1969442055507735,0.016068495209538198
SYN_C00237,normal,0,93.09878678344418,50.04933195048408,9.919596269950592,1.203021237251311,0.0007598007919298211
SYN_C00238,drifting,1,95.6194058415043,54.82997118180817,9.884363315785139,1.190631134868674,0.13617569522808165
SYN_C00239,normal,0,98.97506303200437,52.323800345994876,10.392637029519074,1.1955670474328093,0.005825209632241811
SYN_C00240,normal,0,96.37067978753387,44.4477771576778,9.61643577187853,1.2024249360400323,0.0056644811194739185
SYN_C00241,normal,0,94.67731487622001,52.545114212948555,9.948415933069764,1.1843619052295304,0.0013959887059721465
SYN_C00242,normal,0,90.63912129564713,55.46671468018875,9.781051218885436,1.2254094706955,0.01904203336923977
SYN_C00243,anomalous,1,93.2673539343293,58.391048030485216,9.775372784663329,1.2125722013691609,0.3283456449298685
SYN_C00244,normal,0,98.71737221328699,51.42522721240607,10.014061737791334,1.2077524280909937,0.010093583113745119
SYN_C00245,normal,0,99.65286816590557,45.906740228343935,9.95467068368717,1.19787326514657,0.011859432367554058
SYN_C00246,normal,0,96.03473111934713,51.30403393407329,10.420668519461609,1.188581719222866,0.010409223466432143
SYN_C00247,normal,0,100.39462606341613,54.78810079502439,9.995690319920055,1.2154513441986854,0.004971281732694211
SYN_C00248,normal,0,97.83083179545812,49.438735460749086,10.222002297992935,1.2091604011740156,0.018486061486093924
SYN_C00249,normal,0,105.45286793686924,53.12932676864767,10.069102058624667,1.1940086638180005,0.013379875595801545
SYN_C00250,anomalous,1,99.19187117987582,47.48119100336694,10.561503600083784,1.1837321682746198,0.29025286898009484
SYN_C00251,normal,0,103.48165440700858,51.11705975938055,9.879046012498787,1.1763614599505177,0.0024720207017586704
